filename,label
frame_0000.jpg,1
frame_0001.jpg,1
frame_0002.jpg,1
frame_0003.jpg,1
frame_0004.jpg,1
frame_0005.jpg,1
frame_0006.jpg,1
frame_0007.jpg,1
frame_0008.jpg,1
frame_0009.jpg,1
frame_0010.jpg,1
frame_0011.jpg,1
frame_0012.jpg,1
frame_0013.jpg,1
frame_0014.jpg,1
frame_0015.jpg,1
frame_0016.jpg,1
frame_0017.jpg,1
frame_0018.jpg,1
frame_0019.jpg,1
frame_0020.jpg,1
frame_0021.jpg,1
frame_0022.jpg,1
frame_0023.jpg,1
frame_0024.jpg,1
frame_0025.jpg,1
frame_0026.jpg,1
frame_0027.jpg,1
frame_0028.jpg,1
frame_0029.jpg,1
frame_0030.jpg,1
frame_0031.jpg,1
frame_0032.jpg,1
frame_0033.jpg,1
frame_0034.jpg,1
frame_0035.jpg,1
frame_0036.jpg,1
frame_0037.jpg,1
frame_0038.jpg,1
frame_0039.jpg,1
frame_0040.jpg,1
frame_0041.jpg,1
frame_0042.jpg,1
frame_0043.jpg,1
frame_0044.jpg,1
frame_0045.jpg,1
frame_0046.jpg,1
frame_0047.jpg,1
frame_0048.jpg,1
frame_0049.jpg,1
frame_0050.jpg,1
frame_0051.jpg,1
frame_0052.jpg,1
frame_0053.jpg,1
frame_0054.jpg,1
frame_0055.jpg,1
frame_0056.jpg,1
frame_0057.jpg,1
frame_0058.jpg,1
frame_0059.jpg,1
frame_0060.jpg,1
frame_0061.jpg,1
frame_0062.jpg,1
frame_0063.jpg,1
frame_0064.jpg,1
frame_0065.jpg,1
frame_0066.jpg,1
frame_0067.jpg,1
frame_0068.jpg,1
frame_0069.jpg,1
frame_0070.jpg,1
frame_0071.jpg,1
frame_0072.jpg,1
frame_0073.jpg,1
frame_0074.jpg,1
frame_0075.jpg,1
frame_0076.jpg,1
frame_0077.jpg,1
frame_0078.jpg,1
frame_0079.jpg,1
frame_0080.jpg,1
frame_0081.jpg,1
frame_0082.jpg,1
frame_0083.jpg,1
frame_0084.jpg,1
frame_0085.jpg,1
frame_0086.jpg,1
frame_0087.jpg,1
frame_0088.jpg,1
frame_0089.jpg,1
frame_0090.jpg,1
frame_0091.jpg,1
frame_0092.jpg,1
frame_0093.jpg,1
frame_0094.jpg,1
frame_0095.jpg,1
frame_0096.jpg,1
frame_0097.jpg,1
frame_0098.jpg,1
frame_0099.jpg,1
frame_0100.jpg,1
frame_0101.jpg,1
frame_0102.jpg,1
frame_0103.jpg,1
frame_0104.jpg,1
frame_0105.jpg,1
frame_0106.jpg,1
frame_0107.jpg,1
frame_0108.jpg,1
frame_0109.jpg,1
frame_0110.jpg,1
frame_0111.jpg,1
frame_0112.jpg,1
frame_0113.jpg,1
frame_0114.jpg,1
frame_0115.jpg,1
frame_0116.jpg,1
frame_0117.jpg,1
frame_0118.jpg,1
frame_0119.jpg,1
frame_0120.jpg,1
frame_0121.jpg,1
frame_0122.jpg,1
frame_0123.jpg,1
frame_0124.jpg,1
frame_0125.jpg,1
frame_0126.jpg,1
frame_0127.jpg,1
frame_0128.jpg,1
frame_0129.jpg,1
frame_0130.jpg,1
frame_0131.jpg,1
frame_0132.jpg,1
frame_0133.jpg,1
frame_0134.jpg,1
frame_0135.jpg,1
frame_0136.jpg,1
frame_0137.jpg,1
frame_0138.jpg,1
frame_0139.jpg,1
frame_0140.jpg,1
frame_0141.jpg,1
frame_0142.jpg,1
frame_0143.jpg,1
frame_0144.jpg,1
frame_0145.jpg,1
frame_0146.jpg,1
frame_0147.jpg,1
frame_0148.jpg,1
frame_0149.jpg,1
frame_0150.jpg,1
frame_0151.jpg,1
frame_0152.jpg,1
frame_0153.jpg,1
frame_0154.jpg,1
frame_0155.jpg,1
frame_0156.jpg,1
frame_0157.jpg,1
frame_0158.jpg,1
frame_0159.jpg,1
frame_0160.jpg,1
frame_0161.jpg,1
frame_0162.jpg,1
frame_0163.jpg,1
frame_0164.jpg,1
frame_0165.jpg,1
frame_0166.jpg,1
frame_0167.jpg,1
frame_0168.jpg,1
frame_0169.jpg,1
frame_0170.jpg,1
frame_0171.jpg,1
frame_0172.jpg,1
frame_0173.jpg,1
frame_0174.jpg,1
frame_0175.jpg,1
frame_0176.jpg,1
frame_0177.jpg,1
frame_0178.jpg,1
frame_0179.jpg,1
frame_0180.jpg,1
frame_0181.jpg,1
frame_0182.jpg,1
frame_0183.jpg,1
frame_0184.jpg,1
frame_0185.jpg,1
frame_0186.jpg,1
frame_0187.jpg,1
frame_0188.jpg,1
frame_0189.jpg,1
frame_0190.jpg,1
frame_0191.jpg,1
frame_0192.jpg,1
frame_0193.jpg,1
frame_0194.jpg,1
frame_0195.jpg,1
frame_0196.jpg,1
frame_0197.jpg,1
frame_0198.jpg,1
frame_0199.jpg,1
frame_0200.jpg,1
frame_0201.jpg,1
frame_0202.jpg,1
